document_id,set,question,answer1,answer2,question_tokenized,answer1_tokenized,answer2_tokenized
04d0a3d15a1e39a94524a3958e433a88ca01fdf9,test,Who does Jacob disguise the children as?,His grandchildren.,grandchildren,Who does Jacob disguise the children as ?,His grandchildren .,grandchildren
04d0a3d15a1e39a94524a3958e433a88ca01fdf9,test,Who do the children rescue from a trap?,Pablo.,A gypsy kid,Who do the children rescue from a trap ?,Pablo .,A gypsy kid
04d0a3d15a1e39a94524a3958e433a88ca01fdf9,test,Who wants to harm the family?,Corbould.,Parliamentary soldiers ,Who wants to harm the family ?,Corbould .,Parliamentary soldiers
04d0a3d15a1e39a94524a3958e433a88ca01fdf9,test,Who does Edward work for?,Heatherstone.,Heatherstone,Who does Edward work for ?,Heatherstone .,Heatherstone
04d0a3d15a1e39a94524a3958e433a88ca01fdf9,test,Who joins the army of King Charles II?,Edward.,Edward,Who joins the army of King Charles II ?,Edward .,Edward
04d0a3d15a1e39a94524a3958e433a88ca01fdf9,test,Who acquired the estate for Edward?,Heatherwood.,Heatherstone,Who acquired the estate for Edward ?,Heatherwood .,Heatherstone
05000d20b404b4f3c6c34127dc3836fecad8f134,train,Who is Letitia promised to?,Doricourt,Letitia is promised to a Doricourt who she knew during childhood.,Who is Letitia promised to ?,Doricourt,Letitia is promised to a Doricourt who she knew during childhood .
05000d20b404b4f3c6c34127dc3836fecad8f134,train,Who is Sir George Touchwood's wife?,Lady Francis Touchwood,Lady Francis Touchwood,Who is Sir George Touchwood s wife ?,Lady Francis Touchwood,Lady Francis Touchwood
05000d20b404b4f3c6c34127dc3836fecad8f134,train,Who makes Doricourt unmoved?,Letitia,Letitia Hardy,Who makes Doricourt unmoved ?,Letitia,Letitia Hardy
05000d20b404b4f3c6c34127dc3836fecad8f134,train,Who is Sir George jealous of?,His wife,Lady Frances,Who is Sir George jealous of ?,His wife,Lady Frances
0507acab5483574fd74d15921e6a7de500413ca8,test,Who is the first shepherd?,Coll,primus pastor,Who is the first shepherd ?,Coll,primus pastor
0507acab5483574fd74d15921e6a7de500413ca8,test,Whose wife is described as a whale sized woman?,Gib,Coll,Whose wife is described as a whale sized woman ?,Gib,Coll
0507acab5483574fd74d15921e6a7de500413ca8,test,Who pretends to be a yeoman?,Mak,Mak ,Who pretends to be a yeoman ?,Mak,Mak
0507acab5483574fd74d15921e6a7de500413ca8,test,Who is Mak married to?,Gill,Gill.,Who is Mak married to ?,Gill,Gill .
0507acab5483574fd74d15921e6a7de500413ca8,test,Who states that young men should be wary of marriage?,Gib,Gib,Who states that young men should be wary of marriage ?,Gib,Gib
0507acab5483574fd74d15921e6a7de500413ca8,test,Who is mak and what is name of his wife?,mak is a well known good for nothing thief.gill is the name of maks wife.,Mak is a well known thief and his wife is Gill ,Who is mak and what is name of his wife ?,mak is a well known good for nothing thief.gill is the name of maks wife .,Mak is a well known thief and his wife is Gill
0540453463a383489fdcdbb41ae4264e5ca866a2,train,Who turns down the biocompensators who volunteer for the first interstellar space fligh?,The medial authorities.,Medical authorities,Who turns down the biocompensators who volunteer for the first interstellar space fligh ?,The medial authorities .,Medical authorities
05c77e71c5f919af1ae72442febd204b03563f93,train,Who does Mr. Hardcastle hope his daughter marries?,Charles Marlow,Charles Marlow.,Who does Mr. Hardcastle hope his daughter marries ?,Charles Marlow,Charles Marlow .
05c77e71c5f919af1ae72442febd204b03563f93,train,Who are the two men traveling to Hardcastle?,Charles Marlow and George Hastings,Marlow and Hastings,Who are the two men traveling to Hardcastle ?,Charles Marlow and George Hastings,Marlow and Hastings
05c77e71c5f919af1ae72442febd204b03563f93,train,Who tricks the men into believing that the Hardcastle home is an Inn?,Tony Lumpkin,Tony Lumpkin.,Who tricks the men into believing that the Hardcastle home is an Inn ?,Tony Lumpkin,Tony Lumpkin .
05c77e71c5f919af1ae72442febd204b03563f93,train,Who becomes engaged to Hastings?,Constance Neville,Constance.,Who becomes engaged to Hastings ?,Constance Neville,Constance .
05c77e71c5f919af1ae72442febd204b03563f93,train,Who does Mrs. Hardcastle want Tony to marry?,Constance Neville,Constance,Who does Mrs. Hardcastle want Tony to marry ?,Constance Neville,Constance
05c77e71c5f919af1ae72442febd204b03563f93,train,Who refuses to marry Constance?,Tony,Tony,Who refuses to marry Constance ?,Tony,Tony
05c77e71c5f919af1ae72442febd204b03563f93,train,Who is in control of Constance's inheritance?,Mrs. Hardcastle,Mrs. Hardcastle,Who is in control of Constance s inheritance ?,Mrs. Hardcastle,Mrs. Hardcastle
05c77e71c5f919af1ae72442febd204b03563f93,train,Who masquerade's as a serving-maid?,Kate,Kate,Who masquerade s as a serving-maid ?,Kate,Kate
05c77e71c5f919af1ae72442febd204b03563f93,train,Who agrees to steal the jewels from Mrs. Hardcastle?,Tony,Tony.,Who agrees to steal the jewels from Mrs. Hardcastle ?,Tony,Tony .
05c77e71c5f919af1ae72442febd204b03563f93,train,Who has a secret romance?,Constance and Hastings,Constance and Hastings,Who has a secret romance ?,Constance and Hastings,Constance and Hastings
05c77e71c5f919af1ae72442febd204b03563f93,train,Who does Tony want to marry instead of Constance?,A barmaid,A barmaid.,Who does Tony want to marry instead of Constance ?,A barmaid,A barmaid .
05c77e71c5f919af1ae72442febd204b03563f93,train,Who tells Kate about Marlow's shyness?,Constance,Constance,Who tells Kate about Marlow s shyness ?,Constance,Constance
05d2346e34d9a4140e0d30ee311c21aab82bc850,train,Who rescued Singleton from the Turks?,Sailors from Portugal.,Sailors,Who rescued Singleton from the Turks ?,Sailors from Portugal .,Sailors
05d2346e34d9a4140e0d30ee311c21aab82bc850,train,Who was Singleton sold to as a young boy?,To a gypsy.,Gypsy,Who was Singleton sold to as a young boy ?,To a gypsy .,Gypsy
05d2346e34d9a4140e0d30ee311c21aab82bc850,train,Who did William Walters rescue?,A young Dutch woman.,Singleton,Who did William Walters rescue ?,A young Dutch woman .,Singleton
05d2346e34d9a4140e0d30ee311c21aab82bc850,train,Who does Singleton marry?,William's sister,William's sister.,Who does Singleton marry ?,William s sister,William s sister .
05d2346e34d9a4140e0d30ee311c21aab82bc850,train,Who is Captain Bob's close friend that returns to England with him?,William Walters,William Walters.,Who is Captain Bob s close friend that returns to England with him ?,William Walters,William Walters .
05d2346e34d9a4140e0d30ee311c21aab82bc850,train,Who does William succeed in trade negotiations with?,English Merchants,English merchants,Who does William succeed in trade negotiations with ?,English Merchants,English merchants
05f1a40c41101a714a3ace0359d4a550d908742e,train,Who does Tom Corey reveal he loves?,Penelope,Penelope.,Who does Tom Corey reveal he loves ?,Penelope,Penelope .
05f1a40c41101a714a3ace0359d4a550d908742e,train,Who is Silas Lapham's former business partner?,Milton K. Rogers,Milton K Rogers,Who is Silas Lapham s former business partner ?,Milton K. Rogers,Milton K Rogers
05f1a40c41101a714a3ace0359d4a550d908742e,train,Who does everyone think Tom Corey is attracted to?,Irene,Irene.,Who does everyone think Tom Corey is attracted to ?,Irene,Irene .
05f1a40c41101a714a3ace0359d4a550d908742e,train,Who does Penelope fear she will betray if she acts on her feelings for Tom Corey?,"Her sister, Irene ",her sister,Who does Penelope fear she will betray if she acts on her feelings for Tom Corey ?,"Her sister , Irene",her sister
05f1a40c41101a714a3ace0359d4a550d908742e,train,Who is being interviewed at the beginning of the story?,Silas Lapham.,Silas Lapham.,Who is being interviewed at the beginning of the story ?,Silas Lapham .,Silas Lapham .
05f1a40c41101a714a3ace0359d4a550d908742e,train,Who joins the mineral paint business with the Laphams?,Tom Corey.,Tom Corey,Who joins the mineral paint business with the Laphams ?,Tom Corey .,Tom Corey
05f1a40c41101a714a3ace0359d4a550d908742e,train,Who does everyone assume Tom is romantically interested in?,Irene Lapham.,"The younger daughter, Irene ",Who does everyone assume Tom is romantically interested in ?,Irene Lapham .,"The younger daughter , Irene"
05f1a40c41101a714a3ace0359d4a550d908742e,train,Who is Milton Rogers?,A former partner of Silas.,Silas Lapham's former business partner. ,Who is Milton Rogers ?,A former partner of Silas .,Silas Lapham s former business partner .
05f1a40c41101a714a3ace0359d4a550d908742e,train,Who do the Laphams think Tom Corey is attracted to?,Irene Lapham,Irene.,Who do the Laphams think Tom Corey is attracted to ?,Irene Lapham,Irene .
05f1a40c41101a714a3ace0359d4a550d908742e,train,Who does Tom Corey profess his love for?,Penelope Lapham,Penelope,Who does Tom Corey profess his love for ?,Penelope Lapham,Penelope
05f1a40c41101a714a3ace0359d4a550d908742e,train,Who joins the Lapham's paint business in order to not rely on his father's support?,Tom Corey,Tom Corey ,Who joins the Lapham s paint business in order to not rely on his father s support ?,Tom Corey,Tom Corey
05f1a40c41101a714a3ace0359d4a550d908742e,train,Who is Milton K. Rogers?,Silas Lapham's ex-business partner,Silas Lapham's business partner.,Who is Milton K. Rogers ?,Silas Lapham s ex-business partner,Silas Lapham s business partner .
0619e886fb3167a3d70f4d191754a82b3f9ecf7f,train,Who is Ridd?,The son of a mudered farmer.,john son of respectable farmer.,Who is Ridd ?,The son of a mudered farmer .,john son of respectable farmer .
0619e886fb3167a3d70f4d191754a82b3f9ecf7f,train,Who shoots Lorna during her nuptials to John Ridd?,Carver.,Carver.,Who shoots Lorna during her nuptials to John Ridd ?,Carver .,Carver .
0619e886fb3167a3d70f4d191754a82b3f9ecf7f,train,Who is the illegitimate child of King Charles II? ,Duke of Monmouth,The Duke of Monmouth,Who is the illegitimate child of King Charles II ?,Duke of Monmouth,The Duke of Monmouth
0619e886fb3167a3d70f4d191754a82b3f9ecf7f,train,Who did Lorna's  necklace belong to?,Lady Dugal,Lady Dugal.,Who did Lorna s necklace belong to ?,Lady Dugal,Lady Dugal .
0619e886fb3167a3d70f4d191754a82b3f9ecf7f,train,Who shoots Lorna in the church?,Carver,Carver,Who shoots Lorna in the church ?,Carver,Carver
0619e886fb3167a3d70f4d191754a82b3f9ecf7f,train,Who becomes Lorna's guardian?,Judge Jefferies,Earl Brandir,Who becomes Lorna s guardian ?,Judge Jefferies,Earl Brandir
0619e886fb3167a3d70f4d191754a82b3f9ecf7f,train,Who realizes Lorna is not dead?,Carver,A family friend,Who realizes Lorna is not dead ?,Carver,A family friend
0619e886fb3167a3d70f4d191754a82b3f9ecf7f,train,Who does John fall in love with?,Lorna,Lorna Doone,Who does John fall in love with ?,Lorna,Lorna Doone
0619e886fb3167a3d70f4d191754a82b3f9ecf7f,train,Who is Lorna destined to marry?,Carver Doone,Carver Doone,Who is Lorna destined to marry ?,Carver Doone,Carver Doone
06b1c16f9343dfe145570e28e0fe81ddc66cf1ea,test,Who writes Herbert Wace's letters?,Jack London.,Jack Landon,Who writes Herbert Wace s letters ?,Jack London .,Jack Landon
06b1c16f9343dfe145570e28e0fe81ddc66cf1ea,test,Who writes Dane Kempton's letters?,Anna Strunsky.,Anna Strunsky,Who writes Dane Kempton s letters ?,Anna Strunsky .,Anna Strunsky
07115dadb9d1831d9a0951dd1c392587dfcae9df,train,Who helped them when they got several flat tires?,"Brad, Steve, and Norah","""The helpers""",Who helped them when they got several flat tires ?,"Brad , Steve , and Norah",The helpers
07115dadb9d1831d9a0951dd1c392587dfcae9df,train,Who offers them free drinks and hotel stay?,Steve,Steve,Who offers them free drinks and hotel stay ?,Steve,Steve
07115dadb9d1831d9a0951dd1c392587dfcae9df,train,Who are the four friends that wake up tied up?,"Jordan, Brandy, Ryan, Andy","Jordan, Andy, Brandy, and Ryan ",Who are the four friends that wake up tied up ?,"Jordan , Brandy , Ryan , Andy","Jordan , Andy , Brandy , and Ryan"
07115dadb9d1831d9a0951dd1c392587dfcae9df,train,Who decapitated Phil?,Brad,Brad,Who decapitated Phil ?,Brad,Brad
07115dadb9d1831d9a0951dd1c392587dfcae9df,train,Who has to watch all their friends be murdered one by one?,Claire and Todd,Claire and Todd,Who has to watch all their friends be murdered one by one ?,Claire and Todd,Claire and Todd
07115dadb9d1831d9a0951dd1c392587dfcae9df,train,Who managed to escape?,"Jordan, Brandy, Todd, and Claire","Jordan,Brandy,Todd ,and Claire.",Who managed to escape ?,"Jordan , Brandy , Todd , and Claire","Jordan , Brandy , Todd , and Claire ."
07115dadb9d1831d9a0951dd1c392587dfcae9df,train,Who owns the shop?,Steve,Steve and Norah,Who owns the shop ?,Steve,Steve and Norah
07115dadb9d1831d9a0951dd1c392587dfcae9df,train,Who reluctantly agrees to the drunk propostition?,todd,Todd,Who reluctantly agrees to the drunk propostition ?,todd,Todd
07115dadb9d1831d9a0951dd1c392587dfcae9df,train,Who is no where to be found when the group wakes?,Steve,steve and his friends,Who is no where to be found when the group wakes ?,Steve,steve and his friends
07115dadb9d1831d9a0951dd1c392587dfcae9df,train,Who is tied up in the bathtub?,Brandy,Brandy,Who is tied up in the bathtub ?,Brandy,Brandy
07115dadb9d1831d9a0951dd1c392587dfcae9df,train,Who decapitates Phil?,Brad,Brad,Who decapitates Phil ?,Brad,Brad
07115dadb9d1831d9a0951dd1c392587dfcae9df,train,Who do the sociopaths call themselves?,The helpers,The helpers,Who do the sociopaths call themselves ?,The helpers,The helpers
07115dadb9d1831d9a0951dd1c392587dfcae9df,train,Who is shown working at a gas station?,The helpers,The helpers.,Who is shown working at a gas station ?,The helpers,The helpers .
07115dadb9d1831d9a0951dd1c392587dfcae9df,train,Who burned down the orphanage?,"Steve, Brad, Norah and Chloe.",the helpers,Who burned down the orphanage ?,"Steve , Brad , Norah and Chloe .",the helpers
07115dadb9d1831d9a0951dd1c392587dfcae9df,train,Who is secretly one of the Helpers?,Julia.,Julia,Who is secretly one of the Helpers ?,Julia .,Julia
084e3e9625f032d6fc7454e94841a6045a0454e8,train,Who is Imar's twin-sister?,Marva,Marva.,Who is Imar s twin-sister ?,Marva,Marva .
084e3e9625f032d6fc7454e94841a6045a0454e8,train,Who is Marva the queen of?,The Ossets,The Ossets,Who is Marva the queen of ?,The Ossets,The Ossets
084e3e9625f032d6fc7454e94841a6045a0454e8,train,Who had fallen in love with Dariel?,George Cranleigh,george,Who had fallen in love with Dariel ?,George Cranleigh,george
084e3e9625f032d6fc7454e94841a6045a0454e8,train,Who is the story narrated by?,George Cranleigh,George Cranleigh,Who is the story narrated by ?,George Cranleigh,George Cranleigh
084e3e9625f032d6fc7454e94841a6045a0454e8,train,Who helps George rescue Dariel and her father?,The miners and the Lesghians,miners and Lesghians,Who helps George rescue Dariel and her father ?,The miners and the Lesghians,miners and Lesghians
084e3e9625f032d6fc7454e94841a6045a0454e8,train,Who is Marva planning to kill?,Prince Imar,prince imar,Who is Marva planning to kill ?,Prince Imar,prince imar
084e3e9625f032d6fc7454e94841a6045a0454e8,train,Who is George Cranleigh's father?,Lord Harold Cranleigh,Lord Harold Cranleigh,Who is George Cranleigh s father ?,Lord Harold Cranleigh,Lord Harold Cranleigh
084e3e9625f032d6fc7454e94841a6045a0454e8,train,Who helps George rescue Dariel and Imar?,Miners and Lesghians,Miners and Lesghians.,Who helps George rescue Dariel and Imar ?,Miners and Lesghians,Miners and Lesghians .
084e3e9625f032d6fc7454e94841a6045a0454e8,train,Who does Marva plan to wed to her son?,Dariel,Dariel.,Who does Marva plan to wed to her son ?,Dariel,Dariel .
084e3e9625f032d6fc7454e94841a6045a0454e8,train,Who is Marva queen of?,the Ossets,Queens of the Ossets,Who is Marva queen of ?,the Ossets,Queens of the Ossets
084e3e9625f032d6fc7454e94841a6045a0454e8,train,Who is Sur Imar prince of?,the Lesghians,The Lesghians.,Who is Sur Imar prince of ?,the Lesghians,The Lesghians .
084e3e9625f032d6fc7454e94841a6045a0454e8,train,Who is George Cranleigh's father?,Lord Harold Cranleigh,Lord Harold Cranleigh,Who is George Cranleigh s father ?,Lord Harold Cranleigh,Lord Harold Cranleigh
084e3e9625f032d6fc7454e94841a6045a0454e8,train,Who is Marva?,Queen of Ossets,Queen of the Ossets.,Who is Marva ?,Queen of Ossets,Queen of the Ossets .
084e3e9625f032d6fc7454e94841a6045a0454e8,train,Who rescued Dariel and her father?,"George, miners, and Lesghians.",George with miners and Lesghians,Who rescued Dariel and her father ?,"George , miners , and Lesghians .",George with miners and Lesghians
08c3429e9717bc663bc5f41cd3a2c701c222ed2f,test,Whose doll house do Tom Thumb and Hunca Munca trespass onto? ,Doll Lucinda and cook doll Jane.,Lucinda's,Whose doll house do Tom Thumb and Hunca Munca trespass onto ?,Doll Lucinda and cook doll Jane .,Lucinda s
08c3429e9717bc663bc5f41cd3a2c701c222ed2f,test,Who owns the doll house?,The little girl,Lucinda and Jane.,Who owns the doll house ?,The little girl,Lucinda and Jane .
08c3429e9717bc663bc5f41cd3a2c701c222ed2f,test,Who is the cook of the doll house? ,Jane,Jane.,Who is the cook of the doll house ?,Jane,Jane .
08c3429e9717bc663bc5f41cd3a2c701c222ed2f,test,Who empties the red and blue canisters? ,Hunca Munca,Hunca Munca.,Who empties the red and blue canisters ?,Hunca Munca,Hunca Munca .
